sale_id,tenant_id,product,quantity,unit_price,total,status,created_at
56aae5ce-bdb4-4452-9703-e8c47e69e781,93327782-e082-4124-826e-9cef7e076d22,Pizza,4,9.19,36.76,refunded,2024-10-18T17:03:00
dd836d19-a0f8-4665-8704-66c6fb0ea72c,3083fa7f-9968-479f-960f-6cef2a12cd2c,Sandwich,5,24.1,120.5,pending,2024-04-18T12:42:00
652ef90a-95f3-46c0-a1a7-c1f557d1308c,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Té,1,6.03,6.03,completed,2024-01-02T14:28:00
7b351345-3db3-4880-b3a5-aa94638db5c6,3083fa7f-9968-479f-960f-6cef2a12cd2c,Sandwich,5,13.07,65.35,refunded,2024-12-27T12:44:00
c36e3c37-0193-4b5b-aad7-320e83b5ec38,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Ensalada,4,4.1,16.4,pending,2024-10-28T18:51:00
7a0f1ed8-1f98-4007-8377-c56f5a09ced7,93327782-e082-4124-826e-9cef7e076d22,Sandwich,2,12.07,24.14,pending,2024-03-17T22:17:00
c301e4d0-0c95-4a68-a1f9-f27e67638108,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Ensalada,2,4.11,8.22,pending,2024-10-18T22:18:00
6bd8b2f4-7a4b-4b91-922d-e4288f1989f0,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Pizza,4,5.3,21.2,refunded,2024-09-13T16:31:00
585fd172-9c9c-432a-a670-60c85c767f33,3083fa7f-9968-479f-960f-6cef2a12cd2c,Pizza,4,4.31,17.24,pending,2024-06-14T17:16:00
499bba4d-5a9d-4010-a650-21ba4be3b6e5,93327782-e082-4124-826e-9cef7e076d22,Café,1,4.55,4.55,pending,2024-05-17T17:02:00
be12f8d2-7bf1-4302-95f0-24a2a43f51ea,6be25e64-c34e-4cd9-b91a-42715b89b119,Ensalada,2,13.09,26.18,completed,2024-10-26T14:40:00
4de6d778-c364-4981-a34b-2dc60339dd1b,6be25e64-c34e-4cd9-b91a-42715b89b119,Pasta,4,24.3,97.2,refunded,2024-06-19T13:42:00
bc40d1fc-686d-473a-952b-09c845b8cf25,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Pizza,1,21.8,21.8,pending,2024-09-10T12:42:00
3d168fda-1d9b-4fa8-b3b7-273e3f5e0de0,93327782-e082-4124-826e-9cef7e076d22,Café,4,20.81,83.24,refunded,2024-02-15T13:16:00
62d4f77c-94f0-4a4a-8565-8b1b5e87ed9d,6be25e64-c34e-4cd9-b91a-42715b89b119,Café,3,5.11,15.33,pending,2024-10-04T15:26:00
71ce509a-9fd9-4efb-a0ed-0595a22194df,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Postre,1,6.72,6.72,pending,2024-08-14T20:03:00
3932da4d-5046-45bd-afae-a23c44b02ab6,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Ensalada,2,8.51,17.02,refunded,2024-12-23T15:07:00
79fd930f-7832-4954-ae4d-c6e41b3f1254,93327782-e082-4124-826e-9cef7e076d22,Sandwich,1,24.4,24.4,pending,2024-03-22T12:35:00
3aed59c8-89da-413b-a78e-00dab9da4379,3083fa7f-9968-479f-960f-6cef2a12cd2c,Sandwich,1,14.93,14.93,completed,2024-08-24T09:41:00
9844ae0b-5fb3-4e31-adc5-5de305ba9e89,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Ensalada,2,13.71,27.42,refunded,2024-09-04T15:15:00
842104de-a439-4372-9e8d-c97fa07c98b6,6be25e64-c34e-4cd9-b91a-42715b89b119,Sandwich,4,14.9,59.6,pending,2024-09-17T19:56:00
69fe0e75-aee0-45dd-b514-4f2b04cbf8b0,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Pizza,2,21.94,43.88,refunded,2024-09-16T12:52:00
19b020d2-f50f-4db3-aa53-894080e5c60d,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Postre,1,8.86,8.86,completed,2024-08-16T16:30:00
cfaaea63-9fdb-4b2a-a9bf-1273b7fe1d0b,93327782-e082-4124-826e-9cef7e076d22,Pizza,3,9.98,29.94,refunded,2024-06-13T21:12:00
12666150-3c56-4169-af81-944ef2ad4a30,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Pizza,2,15.37,30.74,completed,2024-06-11T19:30:00
0b84b95e-dd2f-4257-87c9-144f2596a821,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Postre,4,11.19,44.76,completed,2024-03-05T16:37:00
89c316fc-d4a9-4426-ac43-24c2e62a2b92,6be25e64-c34e-4cd9-b91a-42715b89b119,Té,3,22.07,66.21,pending,2024-08-21T08:46:00
ab619f13-c067-4ad1-aab7-33ea27ef6c27,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Té,2,11.72,23.44,refunded,2024-05-15T13:39:00
2995ac0e-7ab9-43c1-9fee-a0f6945ae956,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Pizza,4,17.12,68.48,refunded,2024-11-16T19:56:00
32967dfc-dc90-42cb-8f9a-208e46da46c7,3083fa7f-9968-479f-960f-6cef2a12cd2c,Té,4,22.13,88.52,completed,2024-11-19T18:58:00
1417270d-ceea-4ec0-877f-0ef15619299d,3083fa7f-9968-479f-960f-6cef2a12cd2c,Pizza,3,24.94,74.82,completed,2024-11-20T19:55:00
c1032837-9313-4c8f-a5ab-997af599e992,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Café,1,12.48,12.48,completed,2024-06-15T20:03:00
9af51a7b-6475-435d-bd3b-043e99f16930,6be25e64-c34e-4cd9-b91a-42715b89b119,Jugo,3,10.57,31.71,completed,2024-09-28T14:36:00
aeacc0c4-b9bd-417b-8a09-1f4244d848ea,3083fa7f-9968-479f-960f-6cef2a12cd2c,Pizza,2,6.32,12.64,pending,2024-12-15T11:31:00
d0e39fae-dd75-4ee3-9c85-1692aa6b475c,6be25e64-c34e-4cd9-b91a-42715b89b119,Ensalada,5,5.72,28.6,refunded,2024-05-10T18:00:00
7eff7231-a8c1-4e54-b9c4-071da2d8fce5,93327782-e082-4124-826e-9cef7e076d22,Jugo,4,22.78,91.12,completed,2024-08-14T13:37:00
fde29ef0-a1f9-4994-928b-130fa6adbc19,6be25e64-c34e-4cd9-b91a-42715b89b119,Ensalada,3,16.88,50.64,refunded,2024-06-03T11:24:00
68407fee-cb8b-4d40-8d48-4a134df28328,6be25e64-c34e-4cd9-b91a-42715b89b119,Pasta,4,4.9,19.6,pending,2024-05-31T19:18:00
08024ff8-c12b-472f-b363-01842e6a42bf,6be25e64-c34e-4cd9-b91a-42715b89b119,Ensalada,1,24.5,24.5,completed,2024-10-16T21:43:00
0d3b5d05-c6d3-461e-b713-41dc306fbe61,6be25e64-c34e-4cd9-b91a-42715b89b119,Ensalada,1,22.99,22.99,completed,2024-11-06T20:22:00
488739bb-be81-4238-afc3-7373cecf2c1a,93327782-e082-4124-826e-9cef7e076d22,Ensalada,2,16.82,33.64,pending,2024-12-03T18:53:00
6c8087eb-6523-4d58-bb46-636fb037a263,3083fa7f-9968-479f-960f-6cef2a12cd2c,Ensalada,2,16.64,33.28,refunded,2024-01-18T17:23:00
d513208b-34a2-4e8c-bd08-2121b2548cf5,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Pasta,2,4.53,9.06,pending,2024-07-31T10:12:00
044b8c59-53c7-41fb-810f-24e1d89e6f5f,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Ensalada,2,20.2,40.4,completed,2024-05-11T22:52:00
bd90771c-6cfa-4ea2-9cb9-1d925a11adc9,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Pasta,4,24.27,97.08,completed,2024-08-27T09:09:00
90ccb7e4-691c-4651-ab3a-6234c5673534,6be25e64-c34e-4cd9-b91a-42715b89b119,Pasta,2,21.85,43.7,completed,2024-07-21T08:16:00
b8c10109-2bab-4cb2-86b6-185ab12c52af,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Ensalada,5,5.28,26.4,pending,2024-07-14T21:40:00
83dd3acf-f30b-4a8e-9488-562fb3b17100,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Postre,3,4.94,14.82,completed,2024-11-13T22:35:00
fbe2ee08-2e53-439b-bb19-82f0eae3dd34,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Té,3,23.09,69.27,pending,2024-08-25T22:44:00
9a525786-a7f7-4b0e-b835-ba5a90fbbac7,3083fa7f-9968-479f-960f-6cef2a12cd2c,Jugo,3,17.11,51.33,completed,2024-01-20T12:31:00
297ebe84-9ca9-46f9-8d6f-a446291f1e8c,93327782-e082-4124-826e-9cef7e076d22,Jugo,1,4.69,4.69,refunded,2024-08-20T13:42:00
a181a635-c91f-423b-a527-7e49554f423f,3483fce0-915d-4894-a0e2-4ba706fbcf9a,Pizza,5,11.93,59.65,pending,2024-02-20T21:31:00
a6c23853-26fd-4e4b-ac1a-e479e573eb23,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Café,5,11.68,58.4,pending,2024-07-08T11:28:00
1c447285-96cb-44e2-9b21-1885ecff14b2,23aa4bfb-faa3-4dec-950e-0dedf62b0788,Té,4,23.89,95.56,pending,2024-07-07T16:57:00
